indice_tiempo,total_recaudacion,subtotal_dgi,subtotal_dga,seguridad_social,total_recaudacion_var_ia,subtotal_dgi_var_ia,subtotal_dga_var_ia,seguridad_social_var_ia
2005-11-01,10112.953870165,5602.514434129999,2939.00736557,1571.2767135600002,0.24808849114307452,0.24235838072989435,0.15775488560039852,0.48996348399133494
2005-12-01,11299.98992424,6772.819337230001,3009.3885758,1517.7933800299995,0.4137535042765379,0.5305733000819604,0.192934799960371,0.45210135370865445
2006-01-01,11164.671521679998,6075.71941868,2930.53865912,2158.5014599999995,0.2683533272902261,0.2212060438843897,0.29046996999459385,0.3868667269765287
2006-02-01,10481.269804425,6040.927247770001,2737.18812609,1703.188038620001,0.2703989163958411,0.24700676160483548,0.2621013716391032,0.37667074577235105
2006-03-01,10440.65268754,5619.1768831399995,3183.98659639,1637.28172611,0.24924070483871263,0.18561512474195974,0.24617550750608963,0.5401924230733781
2006-04-01,10012.78007089,5263.902726599999,3094.26508388,1654.61226041,0.07870821918958248,0.00048336547000560337,0.06585801686095882,0.4801776884254869
2006-05-01,14357.998163494996,9049.241279230002,3552.7769887800005,1756.0402555399992,0.19196940845616628,0.16667371840714051,0.1484864270839581,0.4685728690569926
2006-06-01,13832.48643373,8641.22762961,3349.2042197299997,1842.0046756000002,0.2513386471000223,0.2671530837200593,0.1089533053403191,0.516505991586284
2006-07-01,12688.88066888,6619.92735584,3486.44001834,2582.6084619200005,0.2674197036318946,0.22694824779806466,0.20832527241728083,0.49213025526374254
2006-08-01,13012.848644829997,7202.942194310001,3900.2376212000004,1909.6688293199993,0.2685366291640856,0.2705233898745729,0.20427004441734242,0.41429615703788136
2006-09-01,12753.183258729998,6666.4626819000005,4144.85440507,1941.86317176,0.2899029407989129,0.17312399176568505,0.4516707349124107,0.43950054723202636
2006-10-01,13360.54771412,7155.50084361,4069.23277348,2135.81409703,0.3508743254385438,0.2884054280177826,0.3967858998274374,0.5003805520676561
2006-11-01,13785.078708819998,7538.693644430001,4102.795541449999,2143.5895229400003,0.36311100453927847,0.34559111503666595,0.39598001335879296,0.36423425895705286
2006-12-01,14118.32958778,8449.151299459998,3531.51720109,2137.6610872299993,0.24941081208349392,0.2475087373164151,0.1734999027671924,0.40840058690185344
2007-01-01,14535.25060958,7598.61867646,3752.47258386,3184.1894997599998,0.30189684321252797,0.250653322320612,0.2804719610785873,0.4751852425246914
2007-02-01,13356.402808379999,7471.23902123,3374.9240386499996,2510.2245474399997,0.27431151545599675,0.23677023655399876,0.23298943411353612,0.47383876032495853
2007-03-01,13943.93472117,6751.13967024,4271.188072309999,2921.6069786199996,0.3355424357531651,0.20144637028536794,0.3414591874075936,0.7844253264594936
2007-04-01,13279.316675059996,6808.288774219998,3924.2548178300003,2546.77308311,0.3262367275664775,0.29339182880712755,0.268234851071405,0.539196308432363
2007-05-01,18875.28851788,11579.728878529999,4624.34156297,2671.2180763799997,0.3146183961682172,0.27963533308676625,0.30161323876339563,0.5211599323835401
2007-06-01,18036.50935336,10962.63836705,4372.56907135,2701.30191496,0.3039238780222946,0.26864362761206073,0.30555462864623406,0.46650111736556754
2007-07-01,17469.580377465,8749.916545890002,5006.83179379,3712.92989623,0.37676291812798457,0.3217541636874546,0.436087174152477,0.43766658824840965
2007-08-01,17873.85952344,9496.56938374,5452.547567369999,2924.74257233,0.3735547082184256,0.31842920955854126,0.39800394153738616,0.5315443847776742
2007-09-01,16734.49832205,8814.625798400002,4950.06624093,2969.86273081,0.3121820632973853,0.3222343271091044,0.19426782153676192,0.5293882565980572
2007-10-01,17650.45940321,8498.82400403,6104.226216120001,3047.4091830600005,0.3210880108272982,0.1877329329951256,0.5000926601944371,0.42681387265756765
2007-11-01,18405.726175729997,9255.22099034,6096.8837038599995,3053.62148153,0.3351919538880548,0.2276955964616314,0.48603157097739635,0.4245364837116121
2007-12-01,19620.780666690003,10651.505888059999,5882.19031422,3087.08446441,0.38973810922168894,0.2606598592619307,0.6656269753986945,0.4441412078143181
2008-01-01,21728.989872640002,10361.86345383,7045.83924951,4321.287169300002,0.49491676863959255,0.3636509338112126,0.877652425713997,0.35710741136031876
2008-02-01,19604.15035157,10041.26472703,5960.21965642,3602.6659681199994,0.46777172213390217,0.34398922300532875,0.7660307574816239,0.4351966925803923
2008-03-01,17689.40336423,8660.83560904,5602.36212901,3426.2056261800003,0.26860916362248477,0.282870157051885,0.31166364818490844,0.17271270614172218
2008-04-01,20240.74125812,9372.99591656,7110.01109051,3757.7342510499993,0.5242306327504276,0.37670363690380193,0.8118117758830021,0.47548844299125026
2008-05-01,24259.02675539,12863.11254463,7430.5197477500005,3965.421731890001,0.28522680500539876,0.11083019987450005,0.6068276200120741,0.4844994375239813
2008-06-01,23620.94791576,13203.779127010002,6518.62059131,3898.5481974400004,0.30961858821976995,0.2044344331102006,0.4907987695429181,0.4432108369114782
2008-07-01,24518.505150029996,11178.70127224,8024.14067026,5315.66320753,0.40349708580623966,0.2775780447289915,0.6026383550996028,0.43166269121519596
2008-08-01,24245.962471409995,11842.33023023,8235.044856909999,4168.71177524,0.3565040297879447,0.24701139450488352,0.5103114195997962,0.42532604909531946
2008-09-01,23899.602176370005,10966.021161510002,8654.49286668,4279.088148180001,0.42816364831678255,0.24407109414678874,0.7483590007583467,0.44083701370700146
2008-10-01,24276.545336889998,11634.434887450001,8347.402994650001,4294.707454790001,0.37540586238083673,0.368946442699972,0.36747930026024167,0.40929793040708384
2008-11-01,21649.458696529997,10683.67787941,6086.4347147,4879.3461024200005,0.17623496567482477,0.15434065708003408,-0.001713824581135448,0.5978883211075761
2008-12-01,23641.63967548,12770.60539738,5636.5838801400005,5234.45039796,0.20492859469226765,0.19894834886168034,-0.04175424815587048,0.6955967542535002
2009-01-01,24109.0412123,11491.782265750002,5269.6526234699995,7347.606323079998,0.10953345524160008,0.10904590829194505,-0.25209014329464363,0.7003281742717935
2009-02-01,22776.77714958,12067.274815340003,5003.797043930001,5705.70529031,0.16183444531458213,0.2017684169660623,-0.16046767864667488,0.5837452988425242
2009-03-01,21765.28295188,11159.75608479,5060.82991456,5544.696952529999,0.23041362694526457,0.28853110583714114,-0.09666140852371041,0.6183199601805514
2009-04-01,23046.646842700004,11418.820240480003,6004.068789050001,5623.75781317,0.13862662186121044,0.21826792011137952,-0.15554719780059723,0.49658209906636963
2009-05-01,27291.374752319996,15824.21597321,5762.85798053,5704.30079858,0.12499874902261898,0.23020115996856316,-0.22443406704153868,0.4385105000827274
2009-06-01,26752.7802668,14283.447649009999,6691.062944629999,5778.269673160001,0.13258707322877705,0.08176965939936065,0.026453810419628132,0.4821593527955683
2009-07-01,27013.425516640003,12825.35034034,6444.008985550001,7744.06619075,0.10175662632544125,0.14730235901276956,-0.19692223125729413,0.45683913528983555
2009-08-01,25272.32918945,13081.114325980001,5658.171252400001,6533.043611069999,0.042331448761840695,0.1046064475205859,-0.3129155516800557,0.5671612630724225
2009-09-01,26231.72126131,13359.0863446,6350.3092516100005,6522.325665099999,0.09757982864023584,0.21822547557080196,-0.26624132119181254,0.5242326026572044
2009-10-01,26416.943036999997,13098.555739930001,6750.553348470001,6567.8339485999995,0.08816731006851741,0.12584374459470649,-0.1912989761250834,0.5292855259034512
2009-11-01,26092.66154148,13450.7,6448.3,6193.66048766,0.2052339001742416,0.2589952778268161,0.05945439362489524,0.2693628116661251
2009-12-01,28161.602266805,14717.3,6966.1,6478.111358090001,0.191186510469191,0.1524355770180934,0.23587267538844414,0.2375915073366035
2010-01-01,29025.11512437,13869.6,5860.3,9295.2190022,0.20390997173134817,0.20691461770354147,0.11208468920690762,0.26506764155317364
2010-02-01,27377.334632550002,14239.315120169998,6257.003123139999,6881.0163892400005,0.20198456756007,0.1799942686370981,0.2504510211360862,0.20598874970392034
2010-03-01,28508.720527,13549.24245615,7866.744908649999,7092.7331622,0.30982540360393207,0.21411636179187732,0.5544377190028429,0.2791922124731532
2010-04-01,30129.574391149996,14438.88334441,8186.9070775499995,7503.783969189999,0.3073300683085487,0.26448118459942105,0.36355984003397457,0.33430069687874164
2010-05-01,39344.72836487999,22726.45875553,9023.39938602,7594.870223330002,0.4416543219954634,0.43618229136946307,0.5657854863864153,0.3314287747975404
2010-06-01,37295.32937055,19890.94917724,9653.34882126,7751.031372050001,0.3940730271250805,0.39258739668630804,0.442722763355174,0.34141045857611263
2010-07-01,37374.67586447,16596.08305362,10184.034108909998,10594.558701939997,0.3835592913400625,0.2940062152859708,0.5803879435529347,0.3680873123985957
